iter	RMSE
516	0.3495174008
517	0.3493384019
518	0.3491912386
519	0.3489010591
520	0.3488451265
521	0.3487746679
522	0.348479275
523	0.3476922737
524	0.3474220481
525	0.3472766997
526	0.3468294908
527	0.3465968995
528	0.3463264015
529	0.346189744
530	0.3455025731
531	0.3453029762
532	0.3447258224
533	0.3444865909
534	0.3440597314
535	0.3435388747
536	0.3431401542
537	0.3427114945
538	0.342447634
539	0.3420160842
540	0.3417484773
541	0.3413427495
542	0.3409016226
543	0.3406161074
544	0.34039352
545	0.3396572745
546	0.3393948987
547	0.3388523778
548	0.338595991
549	0.3382091513
550	0.3378281913
551	0.3374839105
552	0.3373496689
553	0.3372249545
554	0.3368027257
555	0.3366875645
556	0.3364057078
557	0.3360675487
558	0.3359357506
559	0.3357014188
560	0.3354419185
561	0.3352105884
562	0.3345907444
563	0.3343372534
564	0.3341779508
565	0.3340526194
566	0.3335898666
567	0.3333921916
568	0.3331432555
569	0.3329673298
570	0.3322925577
571	0.3320356787
572	0.3317421885
573	0.3314559337
574	0.3313584092
575	0.3310962576
576	0.3307575081
577	0.3305451002
578	0.3304267222
579	0.33029126
580	0.329659888
581	0.3294738475
582	0.3292856748
583	0.3289873671
584	0.3288018191
585	0.3286690257
586	0.3283344885
587	0.3281102784
588	0.3278895489
589	0.3273110981
590	0.3267642109
591	0.3266738054
592	0.326211545
593	0.3258580526
594	0.3257327141
595	0.3254247668
596	0.3251058338
597	0.3250460634
598	0.3249497036
599	0.3247367147
600	0.3245815172
601	0.3242808768
602	0.3238636081
603	0.3235461649
604	0.3234489993
605	0.3232957029
606	0.3231920027
607	0.3230699716
608	0.3226199724
609	0.3222277937
610	0.3220885461
611	0.3219740763
612	0.3211972302
613	0.3210073703
614	0.3209500439
615	0.3208299906
616	0.3206663652
617	0.3206054611
618	0.3203831913
619	0.3196641426
620	0.3195235406
621	0.319198042
622	0.3190010097
623	0.3187159414
624	0.3185998839
625	0.318158648
626	0.3180169602
627	0.3177460244
628	0.3176313556
629	0.3173754075
630	0.3172198657
631	0.3169874728
632	0.316856771
633	0.3161489674
634	0.3159107599
635	0.3156530561
636	0.3155703631
637	0.3154062365
638	0.3149401579
639	0.3146959722
640	0.3145935064
641	0.3139073948
642	0.3137942135
643	0.3136970585
644	0.313588342
645	0.3134823716
646	0.3133090805
647	0.3131949948
648	0.3130017482
649	0.3128808807
650	0.3123820121
651	0.3118172888
652	0.3117038439
653	0.3115518619
654	0.3114493691
655	0.3112866704
656	0.3112040649
657	0.3110126561
658	0.3106944992
659	0.3104139932
660	0.3097792976
661	0.309673961
662	0.3095770767
663	0.309477942
664	0.3093589871
665	0.3093136485
666	0.3091412929
667	0.3090444413
668	0.3088863659
669	0.308590844
670	0.3084384632
671	0.30822303
672	0.308146978
673	0.3079694286
674	0.3078007742
675	0.3076741693
676	0.3074056202
677	0.3072585647
678	0.3071427169
679	0.30685185
680	0.306707388
681	0.306328746
682	0.3059739325
683	0.3058710468
684	0.3054612854
685	0.3051721525
686	0.3050741847
687	0.3049777461
688	0.3046630343
689	0.3045238306
690	0.3040715997
691	0.3038736896
692	0.3038320671
693	0.3037024709
694	0.3035867226
695	0.3032360675
696	0.3031551811
697	0.3030726794
698	0.3030111342
699	0.3027976751
700	0.3023538065
701	0.3020552095
702	0.3017271658
703	0.3017112539
704	0.3015721978
705	0.3012454924
706	0.3011508738
707	0.3009976677
708	0.3008634977
709	0.3007712048
710	0.3006968041
711	0.300409601
712	0.3000437408
713	0.2999187337
714	0.2998276037
715	0.299592644
716	0.2992898272
717	0.2990198894
718	0.298815574
719	0.2986758475
720	0.2982862105
721	0.2981969613
722	0.2980951037
723	0.2978856858
724	0.2978172165
725	0.2975499344
726	0.2970762819
727	0.2969919708
728	0.2968620096
729	0.2966607464
730	0.2963966567
731	0.2959122577
732	0.2958408726
733	0.2957232393
734	0.2954622679
735	0.2950912345
736	0.2948498773
737	0.294767397
738	0.2945754988
739	0.2943338287
740	0.2941074219
741	0.2937535764
742	0.2935574524
743	0.2933857102
744	0.2932481855
745	0.2930988138
746	0.2929051305
747	0.2926737901
748	0.2924138424
749	0.2923982933
750	0.2922311318
751	0.2920028358
752	0.2918038502
753	0.2917124694
754	0.2916660139
755	0.2915571559
756	0.2913642204
757	0.2910034674
758	0.2907634505
759	0.2906724311
760	0.2905022788
761	0.2904380942
762	0.2902697092
763	0.290180196
764	0.2899784646
765	0.2894201364
766	0.2891913367
767	0.2890917233
768	0.288824065
769	0.2885822846
770	0.2885229586
771	0.2885079557
772	0.2882571964
773	0.288216494
774	0.2877794467
775	0.2875765574
776	0.2874883681
777	0.287346542
778	0.2872206161
779	0.2871352639
780	0.2870013418
781	0.2868284552
782	0.2866777341
783	0.2863464634
784	0.2860854309
785	0.2859261315
786	0.2858166155
787	0.2857322169
788	0.2854075526
789	0.2853299419
790	0.2852291882
791	0.2851651459
792	0.285035957
793	0.2849050185
794	0.284763875
795	0.28474423
796	0.2846919744
797	0.2843898091
798	0.2843262398
799	0.2841536446
800	0.2840074873
801	0.283976606
802	0.2837335601
803	0.2836236
804	0.2834363753
805	0.2832726184
806	0.2830274336
807	0.2829450025
808	0.2826422047
809	0.2825284505
810	0.2823729049
811	0.2822379802
812	0.2821710619
813	0.2819776745
814	0.2816493726
815	0.2815339118
816	0.2813146225
817	0.2811275976
818	0.2810124599
819	0.2808916951
820	0.2807786922
821	0.2805854648
822	0.2805218867
823	0.2803605574
824	0.2802051295
825	0.2800864064
826	0.2799219596
827	0.2798075909
828	0.2796169493
829	0.2795859731
830	0.2794023331
831	0.2792297171
832	0.2790449856
833	0.2789011816
834	0.2787394669
835	0.2786520701
836	0.2786054913
837	0.2785647004
838	0.278511331
839	0.278366426
840	0.278202914
841	0.2780407414
842	0.2778681129
843	0.2777254704
844	0.2775849235
845	0.277415441
846	0.2772479976
847	0.2770791541
848	0.2769797799
849	0.2768845365
850	0.2767514625
851	0.2766026648
852	0.276488304
853	0.2762711889
854	0.2761026122
855	0.2758717727
856	0.2756899193
857	0.2755402209
858	0.2754582816
859	0.275298428
860	0.2751126117
861	0.2749251536
862	0.2747655737
863	0.2746397959
864	0.2745536469
865	0.2743660522
866	0.2740697811
867	0.2740170849
868	0.2739199335
869	0.2738001218
870	0.2737090774
871	0.2735623769
872	0.2732843247
873	0.2731315123
874	0.2729914529
875	0.2728225748
876	0.2725671675
877	0.2724867403
878	0.2722585684
879	0.2722187397
880	0.2720324485
881	0.2716880397
882	0.2714340402
883	0.2712850138
884	0.2711792184
885	0.2708964339
886	0.2708143274
887	0.2706832887
888	0.270649044
889	0.2705460022
890	0.2703877954
891	0.2702518852
892	0.2700333821
893	0.2699305967
894	0.2698621537
895	0.2698203119
896	0.2697816565
897	0.2696759625
898	0.2695600152
899	0.269454124
900	0.2693547386
901	0.2692483149
902	0.269131841
903	0.2690534976
904	0.2689744623
905	0.268897958
906	0.2685800602
907	0.268440355
908	0.2683178287
909	0.2681170387
910	0.2680388406
911	0.2678735947
912	0.2677986773
913	0.2676325163
914	0.2675449332
915	0.2674254175
916	0.267238871
917	0.2669206533
918	0.2668474381
919	0.266701092
920	0.2665844157
921	0.2664715084
922	0.266400084
923	0.2662802792
924	0.2661536959
925	0.2659614215
926	0.2657977938
927	0.2655347787
928	0.2654069734
929	0.2653164101
930	0.2652526054
931	0.2651959184
932	0.2650320675
933	0.2648100523
934	0.2647684134
935	0.2647279093
936	0.2646125963
937	0.2644737689
938	0.2643875584
939	0.2642417687
940	0.2641987785
941	0.2640252452
942	0.2639154732
943	0.2638125881
944	0.2636535161
945	0.2635035146
946	0.2634066104
947	0.2632678104
948	0.2631131178
949	0.2630440493
950	0.2629535083
951	0.2628545013
952	0.2626789405
953	0.2625324184
954	0.2623428384
955	0.2622752678
956	0.2621464186
957	0.2620174056
958	0.261870441
959	0.2617359603
960	0.2617226783
961	0.2614479971
962	0.2612407824
963	0.2611821943
964	0.2610346577
965	0.260959584
966	0.2608522855
967	0.2606470969
968	0.260565367
969	0.2604710225
970	0.2602856267
971	0.2601763711
972	0.2600479665
973	0.2598786937
974	0.2598107061
975	0.2597632232
976	0.2597137267
977	0.2593445268
978	0.2592573018
979	0.2591734157
980	0.2591592617
981	0.259128554
982	0.2590340548
983	0.2589677147
984	0.2588366941
985	0.2588005109
986	0.2587399218
987	0.2586160607
988	0.258594444
989	0.2584524093
990	0.2583469117
991	0.2581608835
992	0.2581304185
993	0.258020953
994	0.2579007793
995	0.2577273853
996	0.2576249937
997	0.2575418851
998	0.2574003459
999	0.2573504351
