iter	Logloss
142	0.371367391
143	0.3698316916
144	0.3685077374
145	0.3679359632
146	0.3664676764
147	0.365027012
148	0.3643234644
149	0.3636278201
150	0.3629198123
151	0.3616240673
152	0.3603365385
153	0.3594365829
154	0.3575956687
155	0.356923343
156	0.3560111021
157	0.355423717
158	0.3543107644
159	0.3537900876
160	0.3531739846
161	0.351673224
162	0.3512592805
163	0.3505877764
164	0.3493804149
165	0.3482360057
166	0.347805747
167	0.3466847738
168	0.346193206
169	0.3457373203
170	0.3452245076
171	0.3440599882
172	0.3428606473
173	0.3423704098
174	0.3412400857
175	0.3403594188
176	0.3394224509
177	0.3386125613
178	0.3381518633
179	0.3377192571
180	0.3365872505
181	0.3361793714
182	0.335635689
183	0.3350704095
184	0.3343323145
185	0.3333462446
186	0.3329679049
187	0.3325643686
188	0.3320718619
189	0.3311188135
190	0.3306208293
191	0.3298525297
192	0.3293274317
193	0.3289424016
194	0.3286122249
195	0.3280791258
196	0.3274820964
197	0.3270239414
198	0.3260887342
199	0.3251128759
200	0.3245780749
201	0.3238417992
202	0.3234248235
203	0.3229724004
204	0.3226088695
205	0.3222137842
206	0.3216712756
207	0.3210446871
208	0.3206968259
209	0.3199705857
210	0.3195995037
211	0.3192334297
212	0.3187905336
213	0.3180884337
214	0.3175993895
215	0.3167431758
216	0.3164196112
217	0.3160116734
218	0.3157144204
219	0.3152699788
220	0.3148669707
221	0.3144461216
222	0.314165086
223	0.3132849278
224	0.3129833906
225	0.3126584175
226	0.3118972974
227	0.3114922939
228	0.3108572153
229	0.3102899796
230	0.3097221375
231	0.3088187976
232	0.3084317721
233	0.3078358577
234	0.3073201302
235	0.3067493145
236	0.3060776148
237	0.305750529
238	0.3049807426
239	0.3044144459
240	0.3035725911
241	0.3031224569
242	0.302301847
243	0.3019537119
244	0.3015141023
245	0.3010413145
246	0.3006743602
247	0.3001719157
248	0.2997470562
249	0.2993828407
250	0.2989492563
251	0.2986215053
252	0.2981632722
253	0.297588544
254	0.2970533909
255	0.2965153621
256	0.2959849235
257	0.2953306345
258	0.2950381157
259	0.2947579017
260	0.2944637592
261	0.2939154796
262	0.2935524378
263	0.2930093423
264	0.2925094213
265	0.2922470875
266	0.2915609506
267	0.2912896963
268	0.2909698682
269	0.2905578026
270	0.2900760748
271	0.2897335737
272	0.289494265
273	0.2890773871
274	0.2885126358
275	0.2883087941
276	0.2880315927
277	0.2874219846
278	0.2871224232
279	0.2868011866
280	0.286241815
281	0.2857108483
282	0.2854022295
283	0.285132951
284	0.2848219065
285	0.2842921722
286	0.2837218456
287	0.2834417685
288	0.2829482054
289	0.2824134435
290	0.2820318369
291	0.2816027128
292	0.281291277
293	0.2809224251
294	0.2804347112
295	0.2801253294
296	0.2798327715
297	0.2793273143
298	0.2791096027
299	0.2783221123
300	0.2779110053
301	0.2774283189
302	0.2770132798
303	0.2767496354
304	0.2764226865
305	0.2759889652
306	0.2756205437
307	0.2753012633
308	0.2751825186
309	0.2746752617
310	0.274311496
311	0.2737442212
312	0.2735077296
313	0.2732200818
314	0.2727807069
315	0.2725066747
316	0.2722913302
317	0.2719062805
318	0.2716596946
319	0.2710177299
320	0.2704482641
321	0.2700358269
322	0.269633973
323	0.2692543617
324	0.2689435714
325	0.2686183636
326	0.2683103904
327	0.2680447309
328	0.2677642822
329	0.2674252241
330	0.2671231588
331	0.2668130532
332	0.2664013007
333	0.2661358564
334	0.2658275898
335	0.2654566056
336	0.2652185685
337	0.2648580502
338	0.2645516811
339	0.2643759312
340	0.2639634157
341	0.2636092553
342	0.263024472
343	0.2625591572
344	0.2621823824
345	0.2619368724
346	0.2617603987
347	0.2613793006
348	0.2610521365
349	0.2606523367
350	0.2602256188
351	0.2598029112
352	0.2592316065
353	0.2589616433
354	0.2585764176
355	0.2583598993
356	0.2579527048
357	0.2576060564
358	0.2573029738
359	0.2569654807
360	0.2567089961
361	0.2564223265
362	0.2561968094
363	0.2559210557
364	0.2556020492
365	0.2554210565
366	0.2552610544
367	0.2550644899
368	0.2548142458
369	0.2545648428
370	0.2544603984
371	0.2542769016
372	0.2541369903
373	0.2538555439
374	0.2536197956
375	0.2533670279
376	0.2530446566
377	0.2526623848
378	0.2522136786
379	0.2519054315
380	0.2515943087
381	0.2511252379
382	0.2509129842
383	0.250421886
384	0.2502369807
385	0.2499092689
386	0.2496815021
387	0.2492938702
388	0.2490892068
389	0.2488478832
390	0.2484813592
391	0.2483227265
392	0.248052509
393	0.2477104774
394	0.2473354437
395	0.24703465
396	0.2466827784
397	0.2463368734
398	0.2461378049
399	0.2457714765
400	0.2452376537
401	0.2450180445
402	0.2448099772
403	0.2444840847
404	0.2444278032
405	0.2442505665
406	0.2440370609
407	0.2437047909
408	0.2433763944
409	0.2431008755
410	0.2427985558
411	0.2426424662
412	0.2423058534
413	0.2420310974
414	0.2419406989
415	0.2416422917
416	0.2413199009
417	0.2409586393
418	0.2407458574
419	0.2404517932
420	0.2401423136
421	0.2398277478
422	0.2394660558
423	0.2391215398
424	0.2388254801
425	0.238353651
426	0.2381172376
427	0.2378484481
428	0.2376334166
429	0.2374065693
430	0.2371293288
431	0.2369392591
432	0.2367223104
433	0.2365397918
434	0.236212569
435	0.2360439594
436	0.235613505
437	0.2353150979
438	0.2348870106
439	0.2346558791
440	0.2345965459
441	0.2340944535
442	0.2337786161
443	0.2335512993
444	0.2332998814
445	0.2329350789
446	0.2326320355
447	0.2323292659
448	0.232144478
449	0.2317839011
450	0.2314615885
451	0.231144597
452	0.2308560885
453	0.2305991148
454	0.2304107275
455	0.2301902967
456	0.229822912
457	0.2296579019
458	0.2294871208
459	0.2293163397
460	0.2290509346
461	0.2288879395
462	0.228644464
463	0.2281569261
464	0.2278352786
465	0.2276184082
466	0.2274326422
467	0.2271568885
468	0.2269287501
469	0.2266508836
470	0.2264536931
471	0.2263169704
472	0.2260285402
473	0.22579422
474	0.2253824479
475	0.2251185882
476	0.2248449864
477	0.2246666541
478	0.2244062766
479	0.2240044618
480	0.2238755055
481	0.2237411695
482	0.2233673487
483	0.222939594
484	0.2227355761
485	0.2225380922
486	0.2223373022
487	0.222016046
488	0.2217891008
489	0.221441533
490	0.2210725051
491	0.2208131057
492	0.2206226055
493	0.2202336238
494	0.2199858641
495	0.2196500338
496	0.2193846482
497	0.219178146
498	0.2190317007
499	0.2187189347
500	0.2185771453
501	0.2183563232
502	0.2180574075
503	0.2176242926
504	0.2173783522
505	0.2171643379
506	0.2169846559
507	0.2167516464
508	0.2164907407
509	0.2162765307
510	0.2161828457
511	0.2158806825
512	0.2156417455
513	0.2154068971
514	0.2150430728
515	0.2147634262
516	0.2146440359
517	0.2142944532
518	0.2140900832
519	0.2138447884
520	0.2135910621
521	0.2131507287
522	0.2127378806
523	0.2125075707
524	0.2123169532
525	0.2120402409
526	0.2118492322
527	0.2117237776
528	0.2113876343
529	0.2112148383
530	0.2110735184
531	0.2107659756
532	0.2105135795
533	0.2102118272
534	0.2099233383
535	0.2095137376
536	0.2093345446
537	0.2091340285
538	0.2089176667
539	0.208698977
540	0.2084179805
541	0.2080409515
542	0.2078367967
543	0.2074999687
544	0.2073093903
545	0.2071433825
546	0.2069155766
547	0.2066379058
548	0.206450614
549	0.2062123225
550	0.2059393076
551	0.2057279147
552	0.2053625645
553	0.2051275596
554	0.2050695175
555	0.2046747843
556	0.2045471974
557	0.2043535477
558	0.2041759784
559	0.2040386493
560	0.2037668081
561	0.203476852
562	0.2032003158
563	0.20298771
564	0.2026787782
565	0.2024564303
566	0.2022853754
567	0.2021341568
568	0.2019351079
569	0.2017749102
570	0.2015556531
571	0.2013450036
572	0.2011610178
573	0.2008562919
574	0.2005842551
575	0.2002918732
576	0.2001281347
577	0.2000158848
578	0.1997477605
579	0.1996526082
580	0.1994511531
581	0.1991541936
582	0.1988862649
583	0.1986611391
584	0.1984369327
585	0.1982866923
586	0.1979903197
587	0.1977257166
588	0.1976021987
589	0.1974434486
590	0.1973074693
591	0.1970671042
592	0.1969662397
593	0.1967409183
594	0.1965819139
595	0.1963684473
596	0.1960975256
597	0.1960189232
598	0.195664802
599	0.1954030746
600	0.1952938765
601	0.195082151
602	0.195004116
603	0.1948370713
604	0.1945719401
605	0.1943888738
606	0.1942255656
607	0.1938778608
608	0.1936217479
609	0.1933581621
610	0.1931919196
611	0.1928420238
612	0.192663183
613	0.1925594036
614	0.1922870343
615	0.1920427371
616	0.1918165745
617	0.1916368533
618	0.1914170094
619	0.1912543664
620	0.1907966614
621	0.1904853625
622	0.1903355329
623	0.1901655931
624	0.1898879809
625	0.1898319733
626	0.1895937406
627	0.1893769876
628	0.1890296349
629	0.188606986
630	0.188369751
631	0.1881783705
632	0.1879023234
633	0.1876573807
634	0.1875537383
635	0.1873587975
636	0.1870619945
637	0.1869074504
638	0.1865610367
639	0.1863499372
640	0.186103097
641	0.1859692109
642	0.1857783
643	0.1855963487
644	0.1854663947
645	0.1852764423
646	0.1851238935
647	0.1849533668
648	0.1847574674
649	0.1845565796
650	0.1843316885
651	0.184164057
652	0.1836961599
653	0.1834992629
654	0.1832763868
655	0.1829952142
656	0.182675836
657	0.1824627803
658	0.1822017181
659	0.181951337
660	0.1817262698
661	0.181418101
662	0.1811745864
663	0.1809525514
664	0.1807026398
665	0.1805221166
666	0.1803557958
667	0.1801534017
668	0.1799215855
669	0.1796748822
670	0.179525972
671	0.1792118562
672	0.179017424
673	0.1787497692
674	0.1784417959
675	0.1781832573
676	0.1780300825
677	0.1777657533
678	0.177562205
679	0.1773912283
680	0.1770905519
681	0.1768787091
682	0.1766735957
683	0.1763604971
684	0.1761664757
685	0.1759317251
686	0.1757482675
687	0.1754815909
688	0.1753070538
689	0.1750449156
690	0.1748648619
691	0.1745896559
692	0.1744887719
693	0.1743072119
694	0.1740805993
695	0.1737308209
696	0.1735836518
697	0.1733716525
698	0.1731635069
699	0.1729822403
700	0.1727568798
701	0.1726466252
702	0.1724977933
703	0.172274076
704	0.1721129393
705	0.1719521743
706	0.171762398
707	0.1715587127
708	0.17132674
709	0.1712459858
710	0.1710747743
711	0.1708382827
712	0.1707241743
713	0.170488426
714	0.1703764304
715	0.170176775
716	0.17006028
717	0.1697747255
718	0.1695788261
719	0.1694290944
720	0.1691246228
721	0.1689506531
722	0.1688216185
723	0.1686317639
724	0.168448678
725	0.1682708349
726	0.1680549035
727	0.1678117018
728	0.167637243
729	0.1674960405
730	0.1672835912
731	0.1670998598
732	0.1667355855
733	0.1666087615
734	0.1662559118
735	0.1660857372
736	0.1658405793
737	0.1656538743
738	0.1655984536
739	0.165399346
740	0.1652500642
741	0.1650549082
742	0.1648567591
743	0.1647226187
744	0.1645892217
745	0.1642388173
746	0.164026143
747	0.1638051547
748	0.1636278397
749	0.1635317093
750	0.1633250212
751	0.163125982
752	0.1629645225
753	0.1627606221
754	0.1625420497
755	0.1624412537
756	0.1622464791
757	0.16211586
758	0.1619828542
759	0.1618621631
760	0.1616709783
761	0.1614293612
762	0.1612422845
763	0.161070721
764	0.1610261575
765	0.1608228243
766	0.1606985141
767	0.1604668544
768	0.1602992033
769	0.1600577819
770	0.1600071247
771	0.1597791232
772	0.1594607231
773	0.159105027
774	0.1588905237
775	0.1587110666
776	0.1585612762
777	0.1584068298
778	0.1583248432
779	0.1580342122
780	0.1578424796
781	0.1575120877
782	0.1573271629
783	0.1570570726
784	0.1568357712
785	0.1566391285
786	0.1564408327
787	0.1562022869
788	0.1560867505
789	0.1558826936
790	0.1557312892
791	0.1555369059
792	0.1553334456
793	0.1552274459
794	0.1549277477
795	0.154825279
796	0.1546117342
797	0.1544294113
798	0.1542878762
799	0.1539917383
800	0.1538528247
801	0.1537197798
802	0.15359724
803	0.1534206782
804	0.1533421052
805	0.1531528375
806	0.1529277117
807	0.1527324579
808	0.1525493133
809	0.152364946
810	0.1520935254
811	0.1518372071
812	0.1517460163
813	0.1516241514
814	0.1512865898
815	0.151124651
816	0.1509930439
817	0.1508977254
818	0.15077991
819	0.1507467417
820	0.150604072
821	0.150421573
822	0.1503038651
823	0.1500892444
824	0.1499705388
825	0.1498155056
826	0.1496589269
827	0.1494237362
828	0.1492210584
829	0.1490544246
830	0.1488141084
831	0.1487052135
832	0.1485125811
833	0.1484832275
834	0.148288629
835	0.1480522156
836	0.1477899894
837	0.1476039593
838	0.1473502037
839	0.1473096505
840	0.1472083556
841	0.1471054664
842	0.1468915597
843	0.1467151153
844	0.1464831817
845	0.1463724577
846	0.1462537032
847	0.1460695903
848	0.1459602356
849	0.1457759368
850	0.1455503219
851	0.1453995044
852	0.1452539297
853	0.1450333815
854	0.1448021326
855	0.1445788555
856	0.1444203792
857	0.1443965325
858	0.14436847
859	0.1441192334
860	0.1439746759
861	0.1436935523
862	0.1436516591
863	0.1434976627
864	0.1434758406
865	0.143376727
866	0.1431996566
867	0.1431747828
868	0.1430750529
869	0.1428906367
870	0.1428024879
871	0.1425539653
872	0.1424708342
873	0.1422823001
874	0.142126191
875	0.1419919038
876	0.1417117388
877	0.1414937924
878	0.1412893051
879	0.1411013285
880	0.1408389067
881	0.1405911764
882	0.1404558426
883	0.1403340951
884	0.140156741
885	0.1399511093
886	0.1396975688
887	0.1394585047
888	0.1392320877
889	0.1390744234
890	0.1389464843
891	0.1388016921
892	0.1386809618
893	0.1384966141
894	0.1382854266
895	0.1381629161
896	0.138011903
897	0.1379839775
898	0.1377788837
899	0.13759704
900	0.1374985132
901	0.1373217656
902	0.1371908921
903	0.1369288909
904	0.1367698278
905	0.1367432228
906	0.1365993402
907	0.1364280994
908	0.1363436381
909	0.1361114502
910	0.1359474769
911	0.1356590564
912	0.135515839
913	0.1354076972
914	0.1352641375
915	0.1350657928
916	0.1348951682
917	0.1347004132
918	0.1344841199
919	0.1343908261
920	0.1341667371
921	0.1340080848
922	0.1339797582
923	0.1337354611
924	0.1335755275
925	0.1333752265
926	0.133155901
927	0.1329757593
928	0.1328217922
929	0.132664255
930	0.1324651963
931	0.1323578174
932	0.1321290432
933	0.131948383
934	0.131668394
935	0.13152771
936	0.1313180483
937	0.1311999003
938	0.1309988462
939	0.1307485825
940	0.1305476653
941	0.1304289598
942	0.1302761958
943	0.1301123399
944	0.1299202357
945	0.1298426212
946	0.1297226637
947	0.1296593788
948	0.1295232626
949	0.1294408945
950	0.1292448093
951	0.1290750259
952	0.1289339995
953	0.128840021
954	0.1285771688
955	0.1283999027
956	0.1283766526
957	0.1282264905
958	0.1281355442
959	0.1279390873
960	0.1278083214
961	0.1276859088
962	0.1274607145
963	0.1273414416
964	0.1270863557
965	0.1269383161
966	0.1267308162
967	0.1265325889
968	0.1262900524
969	0.1262444227
970	0.1261204842
971	0.1259230296
972	0.1257880773
973	0.1255589999
974	0.1253599998
975	0.1252946903
976	0.125149184
977	0.1250256856
978	0.1248387459
979	0.1248167478
980	0.1247916099
981	0.1246256706
982	0.124606646
983	0.1244380853
984	0.1242746598
985	0.1241194701
986	0.1239616198
987	0.1238150279
988	0.1236764174
989	0.1234616402
990	0.123418094
991	0.1231700799
992	0.1229265066
993	0.1228637108
994	0.1227387453
995	0.1225488418
996	0.1224887163
997	0.1222775679
998	0.1220408709
999	0.1220239395
