iter	Passed	Remaining
863	3311	521
864	3315	517
865	3318	513
866	3321	509
867	3325	505
868	3328	501
869	3332	497
870	3335	494
871	3339	490
872	3342	486
873	3346	482
874	3349	478
875	3353	474
876	3356	470
877	3360	466
878	3363	463
879	3367	459
880	3370	455
881	3373	451
882	3377	447
883	3380	443
884	3384	439
885	3388	435
886	3391	432
887	3395	428
888	3398	424
889	3402	420
890	3407	416
891	3410	412
892	3414	409
893	3417	405
894	3421	401
895	3424	397
896	3428	393
897	3431	389
898	3435	386
899	3439	382
900	3443	378
901	3446	374
902	3451	370
903	3456	367
904	3460	363
905	3464	359
906	3468	355
907	3473	351
908	3477	348
909	3486	344
910	3492	341
911	3498	337
912	3505	334
913	3511	330
914	3518	326
915	3522	323
916	3529	319
917	3535	315
918	3539	311
919	3544	308
920	3549	304
921	3553	300
922	3557	296
923	3562	292
924	3566	289
925	3569	285
926	3573	281
927	3577	277
928	3581	273
929	3585	269
930	3589	266
931	3593	262
932	3597	258
933	3601	254
934	3605	250
935	3609	246
936	3613	242
937	3617	239
938	3620	235
939	3625	231
940	3629	227
941	3632	223
942	3636	219
943	3640	215
944	3644	212
945	3648	208
946	3652	204
947	3656	200
948	3659	196
949	3662	192
950	3666	188
951	3669	185
952	3673	181
953	3676	177
954	3679	173
955	3682	169
956	3686	165
957	3689	161
958	3693	157
959	3695	153
960	3699	150
961	3702	146
962	3705	142
963	3708	138
964	3710	134
965	3713	130
966	3716	126
967	3719	122
968	3722	119
969	3724	115
970	3728	111
971	3730	107
972	3733	103
973	3735	99
974	3738	95
975	3741	92
976	3744	88
977	3747	84
978	3750	80
979	3752	76
980	3755	72
981	3758	68
982	3761	65
983	3764	61
984	3766	57
985	3769	53
986	3772	49
987	3775	45
988	3777	42
989	3780	38
990	3783	34
991	3786	30
992	3789	26
993	3791	22
994	3794	19
995	3797	15
996	3800	11
997	3803	7
998	3806	3
999	3808	0
