iter	Passed	Remaining
141	1564	9453
142	1573	9430
143	1582	9409
144	1592	9391
145	1602	9370
146	1612	9356
147	1621	9333
148	1630	9314
149	1640	9297
150	1650	9277
151	1660	9262
152	1669	9244
153	1679	9227
154	1690	9214
155	1700	9198
156	1709	9179
157	1718	9160
158	1728	9143
159	1738	9125
160	1747	9108
161	1758	9094
162	1768	9078
163	1777	9061
164	1786	9041
165	1797	9031
166	1808	9019
167	1819	9009
168	1828	8991
169	1837	8971
170	1847	8955
171	1856	8935
172	1865	8916
173	1873	8895
174	1883	8881
175	1893	8865
176	1903	8851
177	1913	8837
178	1924	8827
179	1934	8810
180	1943	8793
181	1952	8777
182	1964	8768
183	1973	8753
184	1984	8744
185	1995	8732
186	2003	8709
187	2011	8689
188	2021	8674
189	2031	8660
190	2039	8639
191	2048	8619
192	2056	8600
193	2065	8580
194	2073	8558
195	2081	8536
196	2090	8520
197	2099	8502
198	2108	8485
199	2117	8470
200	2126	8454
201	2136	8440
202	2147	8431
203	2159	8426
204	2170	8418
205	2183	8415
206	2197	8418
207	2210	8415
208	2221	8408
209	2232	8396
210	2242	8384
211	2251	8367
212	2259	8348
213	2267	8328
214	2276	8310
215	2284	8293
216	2293	8276
217	2302	8259
218	2311	8243
219	2320	8228
220	2329	8212
221	2338	8195
222	2349	8187
223	2361	8179
224	2370	8165
225	2379	8150
226	2388	8133
227	2397	8116
228	2405	8099
229	2414	8082
230	2422	8066
231	2433	8056
232	2442	8040
233	2452	8027
234	2460	8008
235	2468	7992
236	2477	7977
237	2486	7960
238	2495	7944
239	2503	7927
240	2512	7913
241	2521	7897
242	2529	7880
243	2537	7863
244	2546	7846
245	2554	7829
246	2562	7813
247	2571	7797
248	2580	7784
249	2590	7770
250	2599	7757
251	2608	7741
252	2616	7724
253	2624	7707
254	2634	7697
255	2643	7682
256	2652	7668
257	2662	7656
258	2670	7640
259	2680	7628
260	2688	7611
261	2697	7598
262	2706	7583
263	2717	7574
264	2727	7564
265	2739	7558
266	2750	7551
267	2759	7537
268	2767	7521
269	2776	7506
270	2785	7492
271	2793	7476
272	2805	7470
273	2815	7461
274	2823	7444
275	2831	7428
276	2842	7419
277	2851	7405
278	2858	7386
279	2865	7367
280	2872	7348
281	2880	7333
282	2887	7316
283	2894	7297
284	2901	7279
285	2909	7262
286	2915	7244
287	2922	7225
288	2930	7208
289	2937	7190
290	2944	7174
291	2951	7156
292	2958	7138
293	2965	7122
294	2972	7103
295	2980	7087
296	2987	7071
297	2994	7054
298	3003	7042
299	3013	7030
300	3019	7013
301	3027	6997
302	3034	6980
303	3041	6962
304	3048	6946
305	3057	6934
306	3066	6922
307	3075	6910
308	3083	6896
309	3091	6882
310	3099	6866
311	3107	6851
312	3115	6837
313	3123	6824
314	3132	6811
315	3142	6801
316	3150	6787
317	3158	6774
318	3167	6761
319	3175	6746
320	3183	6733
321	3191	6719
322	3199	6706
323	3207	6691
324	3215	6677
325	3222	6663
326	3230	6649
327	3238	6635
328	3247	6622
329	3259	6617
330	3269	6607
331	3279	6598
332	3288	6587
333	3298	6577
334	3307	6566
335	3316	6554
336	3325	6543
337	3334	6531
338	3345	6522
339	3355	6512
340	3364	6502
341	3373	6490
342	3382	6478
343	3390	6466
344	3400	6455
345	3409	6444
346	3418	6432
347	3427	6422
348	3437	6411
349	3445	6399
350	3453	6386
351	3462	6374
352	3472	6365
353	3481	6354
354	3491	6343
355	3500	6332
356	3510	6322
357	3521	6314
358	3533	6308
359	3545	6302
360	3556	6296
361	3567	6287
362	3576	6275
363	3585	6264
364	3594	6253
365	3602	6241
366	3611	6229
367	3620	6218
368	3630	6208
369	3638	6195
370	3647	6183
371	3657	6174
372	3671	6171
373	3683	6165
374	3693	6156
375	3703	6145
376	3712	6134
377	3721	6124
378	3731	6114
379	3741	6104
380	3750	6093
381	3759	6081
382	3767	6069
383	3776	6057
384	3784	6046
385	3793	6034
386	3806	6028
387	3817	6021
388	3828	6013
389	3839	6004
390	3850	5997
391	3859	5986
392	3868	5975
393	3877	5964
394	3886	5953
395	3895	5941
396	3904	5930
397	3913	5919
398	3922	5908
399	3930	5896
400	3938	5883
401	3946	5870
402	3955	5859
403	3963	5847
404	3973	5836
405	3982	5826
406	3990	5814
407	3998	5801
408	4005	5788
409	4013	5776
410	4021	5763
411	4029	5750
412	4036	5737
413	4044	5725
414	4052	5712
415	4060	5700
416	4068	5688
417	4078	5678
418	4088	5669
419	4099	5660
420	4109	5652
421	4119	5641
422	4126	5629
423	4134	5617
424	4142	5604
425	4150	5591
426	4157	5579
427	4167	5569
428	4174	5556
429	4182	5544
430	4190	5531
431	4198	5519
432	4206	5508
433	4214	5496
434	4222	5484
435	4229	5471
436	4237	5458
437	4244	5446
438	4252	5433
439	4259	5420
440	4267	5408
441	4277	5399
442	4288	5391
443	4297	5381
444	4306	5371
445	4315	5360
446	4324	5350
447	4332	5338
448	4341	5327
449	4349	5315
450	4357	5303
451	4365	5292
452	4374	5281
453	4383	5271
454	4391	5259
455	4400	5249
456	4409	5238
457	4419	5230
458	4428	5219
459	4437	5209
460	4446	5199
461	4456	5189
462	4465	5179
463	4475	5169
464	4484	5160
465	4493	5148
466	4502	5138
467	4514	5131
468	4524	5122
469	4533	5112
470	4541	5101
471	4550	5090
472	4559	5080
473	4569	5070
474	4577	5059
475	4586	5048
476	4594	5037
477	4603	5026
478	4611	5016
479	4620	5005
480	4628	4993
481	4635	4982
482	4644	4971
483	4654	4961
484	4665	4953
485	4676	4945
486	4687	4937
487	4698	4929
488	4709	4920
489	4719	4911
490	4730	4904
491	4740	4894
492	4750	4885
493	4759	4875
494	4769	4866
495	4778	4855
496	4788	4846
497	4797	4836
498	4807	4826
499	4817	4817
500	4827	4808
501	4838	4799
502	4848	4790
503	4859	4782
504	4870	4773
505	4880	4764
506	4890	4755
507	4900	4746
508	4910	4736
509	4921	4728
510	4932	4719
511	4943	4711
512	4952	4701
513	4962	4692
514	4972	4682
515	4982	4673
516	4990	4662
517	5000	4652
518	5010	4643
519	5020	4633
520	5030	4624
521	5040	4615
522	5050	4606
523	5060	4597
524	5070	4587
525	5080	4578
526	5089	4568
527	5099	4558
528	5109	4548
529	5118	4538
530	5127	4529
531	5137	4519
532	5146	4509
533	5155	4499
534	5165	4489
535	5174	4479
536	5184	4470
537	5194	4460
538	5203	4450
539	5213	4441
540	5223	4432
541	5233	4422
542	5243	4412
543	5251	4402
544	5261	4392
545	5269	4381
546	5278	4371
547	5288	4361
548	5296	4350
549	5304	4340
550	5311	4328
551	5319	4317
552	5327	4306
553	5337	4296
554	5346	4286
555	5355	4277
556	5364	4266
557	5373	4256
558	5380	4244
559	5388	4233
560	5395	4222
561	5402	4210
562	5412	4201
563	5420	4190
564	5428	4179
565	5435	4167
566	5443	4156
567	5454	4148
568	5464	4139
569	5472	4128
570	5483	4119
571	5492	4109
572	5501	4099
573	5509	4089
574	5517	4078
575	5525	4067
576	5533	4056
577	5541	4046
578	5549	4035
579	5559	4025
580	5567	4014
581	5574	4004
582	5582	3993
583	5590	3982
584	5598	3971
585	5607	3961
586	5616	3951
587	5625	3941
588	5633	3931
589	5644	3922
590	5652	3911
591	5663	3903
592	5674	3894
593	5683	3884
594	5693	3875
595	5704	3866
596	5714	3857
597	5724	3848
598	5734	3838
599	5743	3829
600	5752	3819
601	5761	3809
602	5770	3798
603	5779	3789
604	5788	3779
605	5797	3769
606	5807	3760
607	5818	3751
608	5829	3742
609	5840	3733
610	5849	3724
611	5859	3715
612	5871	3706
613	5883	3699
614	5894	3689
615	5905	3681
616	5915	3671
617	5924	3662
618	5934	3652
619	5943	3642
620	5952	3633
621	5961	3622
622	5969	3612
623	5979	3602
624	5987	3592
625	5994	3581
626	6001	3570
627	6009	3559
628	6018	3549
629	6029	3541
630	6039	3531
631	6048	3521
632	6057	3511
633	6066	3502
634	6073	3491
635	6081	3480
636	6090	3470
637	6098	3460
638	6106	3449
639	6114	3439
640	6122	3428
641	6130	3418
642	6138	3408
643	6148	3398
644	6156	3388
645	6164	3377
646	6172	3367
647	6180	3357
648	6188	3347
649	6196	3336
650	6204	3326
651	6212	3315
652	6220	3305
653	6228	3295
654	6236	3285
655	6244	3274
656	6252	3264
657	6260	3253
658	6267	3243
659	6275	3233
660	6286	3224
661	6298	3215
662	6308	3206
663	6319	3197
664	6329	3188
665	6339	3179
666	6349	3169
667	6359	3160
668	6369	3151
669	6380	3142
670	6391	3133
671	6401	3124
672	6410	3114
673	6420	3105
674	6430	3095
675	6440	3086
676	6450	3077
677	6459	3068
678	6468	3057
679	6476	3047
680	6485	3038
681	6495	3028
682	6503	3018
683	6511	3008
684	6519	2997
685	6525	2987
686	6533	2976
687	6541	2966
688	6547	2955
689	6555	2945
690	6562	2934
691	6570	2924
692	6577	2913
693	6585	2903
694	6592	2892
695	6598	2882
696	6607	2872
697	6617	2862
698	6626	2853
699	6634	2843
700	6644	2834
701	6652	2823
702	6660	2813
703	6669	2804
704	6677	2794
705	6684	2783
706	6691	2773
707	6700	2763
708	6708	2753
709	6715	2742
710	6723	2732
711	6732	2723
712	6739	2712
713	6745	2702
714	6753	2691
715	6761	2681
716	6768	2671
717	6777	2661
718	6786	2652
719	6793	2641
720	6800	2631
721	6808	2621
722	6814	2610
723	6823	2601
724	6830	2590
725	6838	2580
726	6844	2570
727	6851	2559
728	6858	2549
729	6865	2539
730	6871	2528
731	6878	2518
732	6886	2508
733	6893	2498
734	6900	2487
735	6906	2477
736	6917	2468
737	6927	2459
738	6936	2449
739	6945	2440
740	6954	2430
741	6962	2420
742	6970	2411
743	6979	2401
744	6988	2391
745	6997	2382
746	7006	2372
747	7015	2363
748	7023	2353
749	7031	2343
750	7039	2334
751	7047	2324
752	7055	2314
753	7063	2304
754	7072	2294
755	7080	2285
756	7089	2275
757	7097	2266
758	7106	2256
759	7115	2247
760	7126	2238
761	7136	2229
762	7146	2219
763	7156	2210
764	7165	2201
765	7174	2191
766	7183	2182
767	7192	2172
768	7201	2163
769	7210	2153
770	7219	2144
771	7229	2135
772	7238	2125
773	7247	2116
774	7259	2107
775	7273	2099
776	7285	2090
777	7297	2082
778	7307	2073
779	7319	2064
780	7331	2055
781	7342	2046
782	7354	2038
783	7367	2029
784	7379	2021
785	7390	2012
786	7401	2003
787	7411	1993
788	7422	1984
789	7435	1976
790	7446	1967
791	7459	1959
792	7470	1949
793	7481	1940
794	7490	1931
795	7500	1922
796	7509	1912
797	7520	1903
798	7530	1894
799	7539	1884
800	7549	1875
801	7558	1866
802	7568	1856
803	7578	1847
804	7586	1837
805	7596	1828
806	7604	1818
807	7612	1808
808	7620	1799
809	7629	1789
810	7637	1779
811	7645	1770
812	7653	1760
813	7661	1750
814	7670	1741
815	7679	1731
816	7687	1721
817	7696	1712
818	7704	1702
819	7713	1693
820	7721	1683
821	7730	1674
822	7741	1664
823	7751	1655
824	7761	1646
825	7770	1636
826	7779	1627
827	7789	1618
828	7799	1608
829	7809	1599
830	7818	1589
831	7827	1580
832	7837	1571
833	7846	1561
834	7856	1552
835	7865	1543
836	7874	1533
837	7884	1524
838	7892	1514
839	7901	1504
840	7909	1495
841	7918	1485
842	7927	1476
843	7936	1466
844	7945	1457
845	7955	1448
846	7964	1438
847	7972	1429
848	7980	1419
849	7988	1409
850	7996	1400
851	8004	1390
852	8012	1380
853	8020	1371
854	8027	1361
855	8035	1351
856	8043	1342
857	8051	1332
858	8059	1322
859	8067	1313
860	8075	1303
861	8083	1294
862	8090	1284
863	8099	1274
864	8109	1265
865	8119	1256
866	8129	1247
867	8140	1237
868	8149	1228
869	8160	1219
870	8170	1210
871	8180	1200
872	8191	1191
873	8201	1182
874	8211	1173
875	8222	1163
876	8233	1154
877	8245	1145
878	8256	1136
879	8266	1127
880	8276	1117
881	8287	1108
882	8297	1099
883	8308	1090
884	8317	1080
885	8327	1071
886	8338	1062
887	8348	1052
888	8357	1043
889	8366	1034
890	8377	1024
891	8387	1015
892	8399	1006
893	8409	997
894	8419	987
895	8427	978
896	8437	968
897	8446	959
898	8457	950
899	8467	940
900	8477	931
901	8487	922
902	8496	912
903	8505	903
904	8513	893
905	8525	884
906	8537	875
907	8548	866
908	8559	856
909	8569	847
910	8580	838
911	8590	828
912	8599	819
913	8608	809
914	8618	800
915	8627	791
916	8636	781
917	8645	772
918	8655	762
919	8664	753
920	8674	744
921	8683	734
922	8693	725
923	8703	715
924	8713	706
925	8722	697
926	8733	687
927	8742	678
928	8754	669
929	8764	659
930	8776	650
931	8786	641
932	8796	631
933	8806	622
934	8817	613
935	8829	603
936	8840	594
937	8850	585
938	8861	575
939	8872	566
940	8882	556
941	8892	547
942	8902	538
943	8912	528
944	8922	519
945	8931	509
946	8942	500
947	8952	491
948	8961	481
949	8970	472
950	8980	462
951	8988	453
952	8997	443
953	9006	434
954	9016	424
955	9026	415
956	9036	406
957	9044	396
958	9053	387
959	9062	377
960	9070	368
961	9079	358
962	9088	349
963	9097	339
964	9106	330
965	9116	320
966	9125	311
967	9134	301
968	9143	292
969	9156	283
970	9167	273
971	9177	264
972	9187	254
973	9198	245
974	9207	236
975	9217	226
976	9227	217
977	9237	207
978	9248	198
979	9259	188
980	9270	179
981	9281	170
982	9292	160
983	9303	151
984	9312	141
985	9321	132
986	9330	122
987	9339	113
988	9349	103
989	9360	94
990	9372	85
991	9385	75
992	9395	66
993	9407	56
994	9418	47
995	9428	37
996	9438	28
997	9447	18
998	9457	9
999	9466	0
